Region,country,article_name,rev_id,article_quality,population
ASIA,Pakistan,Sayab Khalid (politician),806647989.0,Stub,200.6
ASIA,Pakistan,Liaqat Hayat Khan,806673360.0,Start,200.6
ASIA,Pakistan,Tariq Mahmood Bajwa,806695182.0,Stub,200.6
ASIA,Pakistan,Nuzhat Sadiq,806695870.0,Stub,200.6
ASIA,Pakistan,Ayesha Raza Farooq,806696201.0,Stub,200.6
ASIA,Pakistan,Hamid Nasir Chattha,806758817.0,Start,200.6
ASIA,Pakistan,Marvi Memon,806807934.0,GA,200.6
ASIA,Pakistan,List of Pakistani politicians by net worth,806811728.0,C,200.6
ASIA,Pakistan,Ra'ana Liaquat Ali Khan,806823197.0,GA,200.6
ASIA,Pakistan,Asghar Ali Shah (politician),806859753.0,Stub,200.6
ASIA,Pakistan,Sajjad Zaheer,806898824.0,C,200.6
ASIA,Pakistan,Sheikh Liaquat Hussain,806912989.0,Stub,200.6
ASIA,Pakistan,Khwaja Shahabuddin,806978501.0,Start,200.6
ASIA,Pakistan,Tofazzal Hossain Manik Miah,806994641.0,C,200.6
ASIA,Pakistan,Ayesha Gulalai Wazir,807012451.0,Start,200.6
ASIA,Pakistan,Muhammad Hanif Ansari,807051021.0,Stub,200.6
ASIA,Pakistan,Wajid Shamsul Hasan,807082434.0,Stub,200.6
ASIA,Pakistan,Malik Shakir Bashir Awan,807158456.0,Stub,200.6
ASIA,Pakistan,Muzafar Said,807177473.0,Stub,200.6
ASIA,Pakistan,Fazle Shakoor Khan,807179687.0,Stub,200.6
ASIA,Pakistan,Nawabzada Nasrullah Khan,807191989.0,Start,200.6
ASIA,Pakistan,Cabinet of Khyber Pakhtunkhwa,807195925.0,Start,200.6
ASIA,Pakistan,Muhammad Mushtaq Khan (politician),807200448.0,Stub,200.6
ASIA,Pakistan,Benazir Bhutto,807232416.0,B,200.6
ASIA,Pakistan,Pir Syed Muhammad Binyamin Rizvi,807254259.0,Start,200.6
ASIA,Pakistan,Abdul Khaliq Hazara (politician),807273057.0,Stub,200.6
ASIA,Pakistan,Arbab Amir Ayub,807317529.0,Stub,200.6
ASIA,Pakistan,Meher Taj Roghani,807321675.0,Start,200.6
ASIA,Pakistan,Inayatullah Khan Gandapur,807338077.0,Start,200.6
ASIA,Pakistan,Hamza Ali Abbasi,807405539.0,Start,200.6
ASIA,Pakistan,Hafiz Muhammad Saeed,807425320.0,GA,200.6
ASIA,Pakistan,Anwar Kamal Khan,807433544.0,Start,200.6
ASIA,Pakistan,Sarfraz Nawaz,807463466.0,C,200.6
ASIA,Pakistan,Sharjeel Memon,807472163.0,Stub,200.6
NORTHERN AMERICA,United States,Butler-Belmont family,470173494.0,Start,328.0
NORTHERN AMERICA,United States,Heard-Hawes family,502721672.0,C,328.0
NORTHERN AMERICA,United States,Russell family (American political family),550953646.0,Stub,328.0
NORTHERN AMERICA,United States,Read family of Delaware,651856758.0,Start,328.0
NORTHERN AMERICA,United States,National Foundation for Women Legislators,667815878.0,Start,328.0
NORTHERN AMERICA,United States,Murray Hill Incorporated,685347694.0,Stub,328.0
NORTHERN AMERICA,United States,Wyllys–Haynes family,699520934.0,Start,328.0
NORTHERN AMERICA,United States,Samuel R. Spencer,701437626.0,Stub,328.0
NORTHERN AMERICA,United States,Garrett D. Kinney,703098503.0,Stub,328.0
NORTHERN AMERICA,United States,Gregory Schulte,705886439.0,Start,328.0
NORTHERN AMERICA,United States,Playing Fox,706317015.0,Stub,328.0
NORTHERN AMERICA,United States,Michael M. Davis,706435364.0,Stub,328.0
NORTHERN AMERICA,United States,Andrew Wiggin (judge),706605760.0,Stub,328.0
NORTHERN AMERICA,United States,Eugene Little Coyote,707654266.0,Stub,328.0
NORTHERN AMERICA,United States,Rodney family of Delaware,708366500.0,Start,328.0
NORTHERN AMERICA,United States,Sah-wich-ol-gadhw,710803018.0,Stub,328.0
NORTHERN AMERICA,United States,John Brown (biography),712280275.0,Start,328.0
NORTHERN AMERICA,United States,Henry Throop Stanton,712528813.0,Stub,328.0
NORTHERN AMERICA,United States,South–Cockrell–Hargis family,712578434.0,C,328.0
NORTHERN AMERICA,United States,Matheson family,712812632.0,Stub,328.0
NORTHERN AMERICA,United States,Beshekee,713552630.0,Start,328.0
NORTHERN AMERICA,United States,David Hardt,713934035.0,Stub,328.0
NORTHERN AMERICA,United States,Raymond Pitcairn,715485245.0,Stub,328.0
NORTHERN AMERICA,United States,Norman Myhra,718098566.0,Stub,328.0
NORTHERN AMERICA,United States,Frank M. Dixon,718734451.0,Start,328.0
NORTHERN AMERICA,United States,Tom Moody (politician),718858500.0,Stub,328.0
NORTHERN AMERICA,United States,Harrison E. Havens,719133534.0,Start,328.0
NORTHERN AMERICA,United States,Jarvis W. Pike,719332094.0,Stub,328.0
NORTHERN AMERICA,United States,Monica Milne,720107711.0,Stub,328.0
NORTHERN AMERICA,United States,Wells–Bennett–Grant family,720164068.0,Start,328.0
NORTHERN AMERICA,United States,Kidder family,720356154.0,Start,328.0
NORTHERN AMERICA,United States,Kimball–Snow–Woolley family,720356159.0,,328.0
NORTHERN AMERICA,United States,LaRue Parker,720356280.0,Stub,328.0
NORTHERN AMERICA,United States,Lawrence O. Murray,720356495.0,Stub,328.0
NORTHERN AMERICA,United States,Walk-in-the-Water,720977067.0,Stub,328.0
NORTHERN AMERICA,United States,Richard Real Bird,721369686.0,Stub,328.0
NORTHERN AMERICA,United States,Clifford Birdinground,721369751.0,Start,328.0
NORTHERN AMERICA,United States,Vincent Goes Ahead,721369784.0,Start,328.0
NORTHERN AMERICA,United States,Henry A. Smythe,721411696.0,Stub,328.0
NORTHERN AMERICA,United States,Marge Anderson,721800605.0,Start,328.0
NORTHERN AMERICA,United States,Robert T. Oestreicher,721838961.0,Stub,328.0
NORTHERN AMERICA,United States,Melanie Benjamin (Ojibwe leader),721970051.0,Stub,328.0
NORTHERN AMERICA,United States,Trenton Stokes,722109064.0,Stub,328.0
NORTHERN AMERICA,United States,Philip Mastin,722562134.0,Stub,328.0
NORTHERN AMERICA,United States,Thomas Shannon (Ohio politician),722771207.0,Start,328.0
NORTHERN AMERICA,United States,William A. Lake,722771593.0,Stub,328.0
NORTHERN AMERICA,United States,Paul D. McGowan,722989634.0,Stub,328.0
NORTHERN AMERICA,United States,Landrieu family,723572293.0,Stub,328.0
NORTHERN AMERICA,United States,Floyd F. Green,723677112.0,Stub,328.0
NORTHERN AMERICA,United States,John Nelson Hinkle,723696164.0,Stub,328.0
NORTHERN AMERICA,United States,Samuel Jackson Swartz,723696504.0,Stub,328.0
NORTHERN AMERICA,United States,George Silas Peters,723705126.0,Stub,328.0
NORTHERN AMERICA,United States,Gilbert G. Collins,723705178.0,Stub,328.0
NORTHERN AMERICA,United States,Thomas Wood (mayor),723741317.0,Stub,328.0
NORTHERN AMERICA,United States,John Guerrant Miller,723745241.0,Stub,328.0
NORTHERN AMERICA,United States,William Long (mayor),723785326.0,Stub,328.0
NORTHERN AMERICA,United States,James Robinson (Ohio),723792502.0,Stub,328.0
NORTHERN AMERICA,United States,John Laughrey,723799178.0,Stub,328.0
NORTHERN AMERICA,United States,Eli C. King,723799187.0,Stub,328.0
NORTHERN AMERICA,United States,Keith Westmoreland,724547793.0,Stub,328.0
NORTHERN AMERICA,United States,John Chester (Connecticut),725077269.0,Stub,328.0
NORTHERN AMERICA,United States,Savanukah,726603154.0,Stub,328.0
NORTHERN AMERICA,United States,Gerard Parker,726654858.0,Stub,328.0
NORTHERN AMERICA,United States,John Shaffer,726723718.0,Stub,328.0
NORTHERN AMERICA,United States,William T. Martin (mayor),728451018.0,Stub,328.0
NORTHERN AMERICA,United States,Alexander Patton,728453557.0,Stub,328.0
NORTHERN AMERICA,United States,George W. Meeker,728518410.0,Stub,328.0
NORTHERN AMERICA,United States,John H. Heitmann,728625614.0,Stub,328.0
NORTHERN AMERICA,United States,John Addison Thomas,729068637.0,Stub,328.0
NORTHERN AMERICA,United States,William H. Stead,731519296.0,Stub,328.0
NORTHERN AMERICA,United States,William B. Camp,731660598.0,Stub,328.0
NORTHERN AMERICA,United States,Henry A. Moehlenpah,733895312.0,Start,328.0
NORTHERN AMERICA,United States,John Kostuck,734527671.0,Start,328.0
NORTHERN AMERICA,United States,John G. King (politician),734832431.0,Stub,328.0
NORTHERN AMERICA,United States,Woman's National Democratic Club,735966681.0,Start,328.0
NORTHERN AMERICA,United States,Anton D. Strouf,736331711.0,Stub,328.0
NORTHERN AMERICA,United States,William Schneider (politician),737156973.0,Start,328.0
NORTHERN AMERICA,United States,Seymour-Conkling family,737278861.0,Stub,328.0
NORTHERN AMERICA,United States,Rick McIntyre,737914671.0,Start,328.0
NORTHERN AMERICA,United States,Howe family (United States politicians),738199614.0,C,328.0
NORTHERN AMERICA,United States,Coit D. Blacker,738258270.0,Stub,328.0
NORTHERN AMERICA,United States,Walt Dziedzic,738272520.0,Start,328.0
NORTHERN AMERICA,United States,Matthew Mechtel,738297570.0,Start,328.0
NORTHERN AMERICA,United States,George Nelson Lester,738357014.0,Stub,328.0
NORTHERN AMERICA,United States,Hardy Strickland,738357018.0,Stub,328.0
NORTHERN AMERICA,United States,Samuel Calley,738468592.0,Stub,328.0
NORTHERN AMERICA,United States,Walter Foxcroft Hawkins,738626667.0,Stub,328.0
NORTHERN AMERICA,United States,John Henry Whallen,738628835.0,C,328.0
NORTHERN AMERICA,United States,Office-holders of the United States,739780229.0,Start,328.0
NORTHERN AMERICA,United States,Henry William Worley,740435128.0,Stub,328.0
NORTHERN AMERICA,United States,Matthew Box,741834878.0,Stub,328.0
NORTHERN AMERICA,United States,Edward Kern (police officer),742129851.0,C,328.0
NORTHERN AMERICA,United States,James John Thomas,742470225.0,Stub,328.0
NORTHERN AMERICA,United States,Trembling Earth,743281119.0,Stub,328.0
NORTHERN AMERICA,United States,Harry Woods (Illinois politician),743383299.0,Stub,328.0
NORTHERN AMERICA,United States,Kent Kane Parrot,743537215.0,C,328.0
NORTHERN AMERICA,United States,Damien Marchesseault,743537444.0,Start,328.0
NORTHERN AMERICA,United States,Nicole Murray-Ramirez,743686472.0,Start,328.0
NORTHERN AMERICA,United States,Muhlenberg family,744097921.0,Start,328.0
NORTHERN AMERICA,United States,James G. Field,744365456.0,Start,328.0
NORTHERN AMERICA,United States,James G. Bull,744447497.0,Stub,328.0
NORTHERN AMERICA,United States,Margo Frasier,744558066.0,Stub,328.0
NORTHERN AMERICA,United States,Whitehill–Wise family,744696341.0,Stub,328.0
NORTHERN AMERICA,United States,John Bailhache,745569762.0,Stub,328.0
NORTHERN AMERICA,United States,Robert H. Jeffrey,745789860.0,Start,328.0
NORTHERN AMERICA,United States,Samuel Lewis (politician),745796315.0,Stub,328.0
NORTHERN AMERICA,United States,Barbour family,746818554.0,Start,328.0
NORTHERN AMERICA,United States,John H. Crockett,746922350.0,Stub,328.0
NORTHERN AMERICA,United States,Walter Shelley,747271200.0,Stub,328.0
NORTHERN AMERICA,United States,Smoot–Rowlett family,747317075.0,Start,328.0
NORTHERN AMERICA,United States,John N. Hagan,747355227.0,Stub,328.0
NORTHERN AMERICA,United States,Thomas Rhea,747758944.0,GA,328.0
NORTHERN AMERICA,United States,"William H. Jeffreys, Jr.",747774517.0,Stub,328.0
NORTHERN AMERICA,United States,King political family,747982481.0,Start,328.0
NORTHERN AMERICA,United States,Waterman family,747982801.0,Start,328.0
NORTHERN AMERICA,United States,Henry Loucks,748071357.0,Start,328.0
NORTHERN AMERICA,United States,George Graham (soldier),748841745.0,Start,328.0
NORTHERN AMERICA,United States,William Arnold Carter,748865498.0,Stub,328.0
NORTHERN AMERICA,United States,"Politics of Dayton, Ohio",749469278.0,C,328.0
NORTHERN AMERICA,United States,John McDowell (Pennsylvania),750025676.0,Stub,328.0
NORTHERN AMERICA,United States,Susan Bitter Smith,750924529.0,C,328.0
NORTHERN AMERICA,United States,Kenyon E. Giese,751022785.0,Stub,328.0
NORTHERN AMERICA,United States,Armistead Thomson Mason,751647695.0,C,328.0
NORTHERN AMERICA,United States,Albert Frink,752305258.0,Start,328.0
NORTHERN AMERICA,United States,Gentry Collins,752331337.0,Stub,328.0
NORTHERN AMERICA,United States,Louis Cardis,752496450.0,Stub,328.0
NORTHERN AMERICA,United States,Charley Lockhart,753684222.0,Start,328.0
NORTHERN AMERICA,United States,Thomas Johnson (Kansas politician),753811222.0,Stub,328.0
NORTHERN AMERICA,United States,Benjamin Long,753827439.0,Start,328.0
NORTHERN AMERICA,United States,Rudy Lozano,754080467.0,Start,328.0
NORTHERN AMERICA,United States,Robert P. Lamont,754478142.0,Start,328.0
NORTHERN AMERICA,United States,Frank Harris Hitchcock,754478861.0,Start,328.0
NORTHERN AMERICA,United States,Robert Murphy Mayo,754865150.0,Start,328.0
NORTHERN AMERICA,United States,Lee–Hamblin family,755758078.0,Start,328.0
NORTHERN AMERICA,United States,Henry Wharton Conway,755782930.0,Start,328.0
NORTHERN AMERICA,United States,Phil Reitinger,755866300.0,Start,328.0
NORTHERN AMERICA,United States,Eliseo Alcon,756170846.0,Start,328.0
NORTHERN AMERICA,United States,Robert Brown (Georgia politician),756392850.0,Stub,328.0
NORTHERN AMERICA,United States,Christine Tartaglione,756788897.0,C,328.0
NORTHERN AMERICA,United States,Milo Bloom,757065414.0,Start,328.0
NORTHERN AMERICA,United States,Wretha Hanson,757338650.0,Stub,328.0
NORTHERN AMERICA,United States,"Russell G. Lloyd, Sr.",757645912.0,Start,328.0
NORTHERN AMERICA,United States,Tom Maidhc O'Flaherty,758192183.0,Start,328.0
NORTHERN AMERICA,United States,Augustus Stoner Decker,758192992.0,Stub,328.0
NORTHERN AMERICA,United States,John Kerr (US politician),758373224.0,Stub,328.0
NORTHERN AMERICA,United States,William Arden Maury,759413795.0,Stub,328.0
NORTHERN AMERICA,United States,Mary Kim Titla,759815715.0,Start,328.0
NORTHERN AMERICA,United States,Barby Wells,759978791.0,Stub,328.0
NORTHERN AMERICA,United States,Sylvanus Lowry,760109296.0,Start,328.0
NORTHERN AMERICA,United States,John Huyler,760386151.0,Start,328.0
NORTHERN AMERICA,United States,Larry Clapp,761126708.0,Start,328.0
NORTHERN AMERICA,United States,Abram Irvin McDowell,761157551.0,Start,328.0
NORTHERN AMERICA,United States,Warren Jenkins,761332661.0,Stub,328.0
NORTHERN AMERICA,United States,Claiborne-Dallas-Boggs family,761403440.0,Start,328.0
NORTHERN AMERICA,United States,Middleton-Rutledge-Pinckney family,761413282.0,Start,328.0
NORTHERN AMERICA,United States,Scranton family,761415640.0,Stub,328.0
NORTHERN AMERICA,United States,James C. Webb,762042495.0,Stub,328.0
NORTHERN AMERICA,United States,George A. Waggaman,762380926.0,Start,328.0
NORTHERN AMERICA,United States,Edward Winn,762851362.0,Stub,328.0
NORTHERN AMERICA,United States,List of Latino Democrats,763016935.0,C,328.0
NORTHERN AMERICA,United States,Doug Sosnik,763071951.0,Stub,328.0
NORTHERN AMERICA,United States,Rebecca Gernhardt Cox,763079820.0,Start,328.0
NORTHERN AMERICA,United States,William S. Derrick,763224977.0,Stub,328.0
NORTHERN AMERICA,United States,John A. Wilson (politician),763298140.0,Start,328.0
NORTHERN AMERICA,United States,Desson Thomson,763464659.0,Stub,328.0
NORTHERN AMERICA,United States,Peter Tarnoff,763538400.0,Start,328.0
NORTHERN AMERICA,United States,Elisha Shapiro,763558111.0,,328.0
NORTHERN AMERICA,United States,Anthony M. Frank,763798609.0,Stub,328.0
NORTHERN AMERICA,United States,Matthew A. Dunn,763883951.0,Start,328.0
NORTHERN AMERICA,United States,Kristie Canegallo,763903832.0,Stub,328.0
NORTHERN AMERICA,United States,Charles H. Voorhis,763964325.0,Start,328.0
NORTHERN AMERICA,United States,Charles Tyroler II,763966332.0,Stub,328.0
NORTHERN AMERICA,United States,Chris Cole (politician),763970153.0,C,328.0
NORTHERN AMERICA,United States,Gerald A. Reynolds,764107941.0,Start,328.0
NORTHERN AMERICA,United States,Edward Follansbee Noyes,764146217.0,Start,328.0
NORTHERN AMERICA,United States,Eugene Fubini,764159230.0,Stub,328.0
NORTHERN AMERICA,United States,Frelinghuysen family,764308890.0,Start,328.0
NORTHERN AMERICA,United States,George P. Lawrence,764318631.0,Start,328.0
NORTHERN AMERICA,United States,Jacob Haussling,764505686.0,Stub,328.0
NORTHERN AMERICA,United States,Leonard Staisey,764598614.0,Stub,328.0
NORTHERN AMERICA,United States,Thomas K. Harris,764770780.0,Start,328.0
NORTHERN AMERICA,United States,George Greer,764793602.0,Start,328.0
NORTHERN AMERICA,United States,Michael J. Matthews,764834687.0,C,328.0
NORTHERN AMERICA,United States,Michael J. Ryan (Philadelphia politician),764834692.0,Stub,328.0
NORTHERN AMERICA,United States,Albert J. Pullen,764836516.0,Start,328.0
NORTHERN AMERICA,United States,Peter Salentine,765078510.0,Stub,328.0
NORTHERN AMERICA,United States,Gregory Lorjuste,765107720.0,Stub,328.0
NORTHERN AMERICA,United States,Frank L. Shaw,765121702.0,B,328.0
NORTHERN AMERICA,United States,Stephen Higgins,765217334.0,Stub,328.0
NORTHERN AMERICA,United States,Bill Bryant (politician),765251396.0,Start,328.0
NORTHERN AMERICA,United States,Thorn Lord,765260317.0,Start,328.0
NORTHERN AMERICA,United States,Robert Snyder (civil servant),765501465.0,Stub,328.0
NORTHERN AMERICA,United States,Thomas Hill Moore,765666056.0,Stub,328.0
NORTHERN AMERICA,United States,George L. Rives,765757279.0,Start,328.0
NORTHERN AMERICA,United States,James William Marshall,765795179.0,C,328.0
NORTHERN AMERICA,United States,Suzanne Pharr,766141386.0,Stub,328.0
NORTHERN AMERICA,United States,Colin R. McMillan,766205249.0,Start,328.0
NORTHERN AMERICA,United States,Jill Alper,766275439.0,C,328.0
NORTHERN AMERICA,United States,Carnahan family,766870659.0,Stub,328.0
NORTHERN AMERICA,United States,Ralph Justice,766921180.0,Stub,328.0
NORTHERN AMERICA,United States,Hale Johnson,766930428.0,Start,328.0
NORTHERN AMERICA,United States,Ford family (Memphis),767010739.0,Start,328.0
NORTHERN AMERICA,United States,Edwards–Lincoln–Porter family,767099817.0,Start,328.0
NORTHERN AMERICA,United States,Clifford M. Hardin,767153908.0,Start,328.0
NORTHERN AMERICA,United States,Stephen Ostroff,767384237.0,Stub,328.0
NORTHERN AMERICA,United States,Women & Politics Institute,767842868.0,Start,328.0
NORTHERN AMERICA,United States,Symington family (United States),767999364.0,Start,328.0
NORTHERN AMERICA,United States,Justin Holland (politician),768181435.0,Start,328.0
NORTHERN AMERICA,United States,The Family (Arkansas politics),768192129.0,C,328.0
NORTHERN AMERICA,United States,Weld family,768203069.0,C,328.0
NORTHERN AMERICA,United States,Jennifer Arndt,768238652.0,Stub,328.0
NORTHERN AMERICA,United States,Thomas McKee Bayne,768959494.0,Start,328.0
NORTHERN AMERICA,United States,William Couch,769460156.0,C,328.0
NORTHERN AMERICA,United States,Lezlee Westine,769685746.0,Start,328.0
NORTHERN AMERICA,United States,Janet J. McCoy,769717451.0,Stub,328.0
NORTHERN AMERICA,United States,Julia Lathrop,769882854.0,C,328.0
NORTHERN AMERICA,United States,E. T. Klassen,770169625.0,Stub,328.0
NORTHERN AMERICA,United States,Oscar Hernandez (politician),770535786.0,Stub,328.0
NORTHERN AMERICA,United States,Joseph L. White,770818162.0,Start,328.0
NORTHERN AMERICA,United States,John A. Treutlen,770818410.0,C,328.0
NORTHERN AMERICA,United States,List of Asian Pacific American Democrats,771190539.0,Start,328.0
NORTHERN AMERICA,United States,Fendall family,771208266.0,Start,328.0
NORTHERN AMERICA,United States,Christopher Tompkins,771270676.0,Stub,328.0
NORTHERN AMERICA,United States,Ronnie Eldridge,771538072.0,Start,328.0
NORTHERN AMERICA,United States,Gerald Washington,771848421.0,Start,328.0
NORTHERN AMERICA,United States,John Milton Elliott,771976618.0,Start,328.0
NORTHERN AMERICA,United States,Woodworth political family,772068379.0,Start,328.0
NORTHERN AMERICA,United States,Walter Lee (Louisiana politician),772176512.0,Start,328.0
NORTHERN AMERICA,United States,Felt family,772447886.0,Stub,328.0
NORTHERN AMERICA,United States,Mark M. Noble,772567736.0,C,328.0
NORTHERN AMERICA,United States,John W. Stephens,772656152.0,C,328.0
NORTHERN AMERICA,United States,J. Edward Addicks,772683503.0,C,328.0
NORTHERN AMERICA,United States,Scott Simon (politician),773508072.0,Start,328.0
NORTHERN AMERICA,United States,Robert Mahoney,773527170.0,Stub,328.0
NORTHERN AMERICA,United States,Harry Minto,773709753.0,Start,328.0
NORTHERN AMERICA,United States,David Weintraub (official),773780592.0,Stub,328.0
NORTHERN AMERICA,United States,Floyd Parker,773844532.0,Stub,328.0
NORTHERN AMERICA,United States,Tom Hoefling,773888711.0,Start,328.0
NORTHERN AMERICA,United States,Howard Bayless,773981645.0,Start,328.0
NORTHERN AMERICA,United States,La Follette family,774389738.0,Start,328.0
NORTHERN AMERICA,United States,Arthur W. Aleshire,774810780.0,Stub,328.0
NORTHERN AMERICA,United States,Roland Kotani,775182017.0,Stub,328.0
NORTHERN AMERICA,United States,Edward Dexter Holbrook,775528400.0,Start,328.0
NORTHERN AMERICA,United States,Robert Potter (U.S. politician),775561860.0,Start,328.0
NORTHERN AMERICA,United States,James Blair (South Carolina),775607049.0,Start,328.0
NORTHERN AMERICA,United States,Goelet family,775611464.0,Start,328.0
NORTHERN AMERICA,United States,Thomas Haughey,775622366.0,Start,328.0
NORTHERN AMERICA,United States,John M. Pinckney,775633638.0,Start,328.0
NORTHERN AMERICA,United States,Robert Adams Jr.,775633737.0,Start,328.0
NORTHERN AMERICA,United States,Samuel Austin Kendall,775677313.0,Start,328.0
NORTHERN AMERICA,United States,Lester R. Rice-Wray,776320032.0,C,328.0
NORTHERN AMERICA,United States,Stevenson family,776966683.0,Stub,328.0
NORTHERN AMERICA,United States,John Fontaine,777011861.0,Start,328.0
NORTHERN AMERICA,United States,John Korsmo,777094923.0,C,328.0
NORTHERN AMERICA,United States,Boyd Petersen,777119810.0,C,328.0
NORTHERN AMERICA,United States,Joshua Barton,777572827.0,Start,328.0
NORTHERN AMERICA,United States,Julius Katz,777800598.0,Stub,328.0
NORTHERN AMERICA,United States,Ruth Bennett,777885675.0,C,328.0
NORTHERN AMERICA,United States,Saltonstall family,777936571.0,Start,328.0
NORTHERN AMERICA,United States,Wiley Thompson,778091327.0,Start,328.0
NORTHERN AMERICA,United States,Larry Holmes (activist),778388481.0,Start,328.0
NORTHERN AMERICA,United States,Tommy Burks,778457323.0,Start,328.0
NORTHERN AMERICA,United States,Denis Law (politician),778558541.0,Stub,328.0
NORTHERN AMERICA,United States,Ken Harris (politician),778605534.0,Start,328.0
NORTHERN AMERICA,United States,Craig Clemmensen,778760478.0,Stub,328.0
NORTHERN AMERICA,United States,George Sidney Marshall,778766300.0,Stub,328.0
NORTHERN AMERICA,United States,Philip H. Bruck,778914019.0,Stub,328.0
NORTHERN AMERICA,United States,Smithson E. Wright,778929090.0,Stub,328.0
NORTHERN AMERICA,United States,Steve Callaway,778931047.0,Start,328.0
NORTHERN AMERICA,United States,Watson F. Hammond,778938063.0,Stub,328.0
NORTHERN AMERICA,United States,Charles Coleman (politician),778942983.0,Stub,328.0
NORTHERN AMERICA,United States,Edwin M. Wright,779075337.0,Stub,328.0
NORTHERN AMERICA,United States,Henry Clay Payne,779363419.0,Start,328.0
NORTHERN AMERICA,United States,Sho Dozono,779483460.0,C,328.0
NORTHERN AMERICA,United States,Gary Batton,779541971.0,Start,328.0
NORTHERN AMERICA,United States,Richard A. Flintrop,779728335.0,Stub,328.0
NORTHERN AMERICA,United States,Gary Howell (Michigan politician),779728355.0,Stub,328.0
NORTHERN AMERICA,United States,William D. Blanks,779761013.0,Stub,328.0
NORTHERN AMERICA,United States,H. Dunlop Dawbarn,779770665.0,Start,328.0
NORTHERN AMERICA,United States,Howell C. Featherston,779881050.0,Stub,328.0
NORTHERN AMERICA,United States,Ralph Wilcox,780112259.0,C,328.0
NORTHERN AMERICA,United States,Kevin Lembo,780129399.0,Start,328.0
NORTHERN AMERICA,United States,Longworth family,780131016.0,Start,328.0
NORTHERN AMERICA,United States,Herbert Charles Sanborn,780162625.0,GA,328.0
NORTHERN AMERICA,United States,Milton Rice Polland,780245135.0,Start,328.0
NORTHERN AMERICA,United States,Charlotte Hallmark,780295965.0,Stub,328.0
NORTHERN AMERICA,United States,John Kivela,780449351.0,Stub,328.0
NORTHERN AMERICA,United States,Charles E. Potter,780723400.0,Start,328.0
NORTHERN AMERICA,United States,Old Tassel,781114162.0,Start,328.0
NORTHERN AMERICA,United States,William Oswald Mills,781163541.0,Start,328.0
NORTHERN AMERICA,United States,Douglas Hemphill Elliott,781166945.0,Start,328.0
NORTHERN AMERICA,United States,Driggs family,781191973.0,Start,328.0
NORTHERN AMERICA,United States,John A. Elston,781222627.0,Start,328.0
NORTHERN AMERICA,United States,Albert G. Schmedeman,781366957.0,Start,328.0
NORTHERN AMERICA,United States,Karl Weidel,781384498.0,Start,328.0
NORTHERN AMERICA,United States,Edward Longstreet Bodin,781884186.0,Start,328.0
NORTHERN AMERICA,United States,Charles C. P. Arndt,781933847.0,Stub,328.0
NORTHERN AMERICA,United States,E. H. Crump,782491016.0,C,328.0
NORTHERN AMERICA,United States,Ken Clark (politician),782499025.0,Stub,328.0
NORTHERN AMERICA,United States,Alexander P. Crittenden,782584155.0,Start,328.0
NORTHERN AMERICA,United States,Pedro Agulto Tenorio,782898594.0,Start,328.0
NORTHERN AMERICA,United States,Joan Jett Blakk,782924806.0,Start,328.0
NORTHERN AMERICA,United States,Christopher Augustine Buckley,783072997.0,Start,328.0
NORTHERN AMERICA,United States,Kristen Cox,783165483.0,Start,328.0
NORTHERN AMERICA,United States,Lupe Valdez,783269147.0,C,328.0
NORTHERN AMERICA,United States,José Francisco Chaves,783280325.0,C,328.0
NORTHERN AMERICA,United States,Margaret D. Tutwiler,783419710.0,Start,328.0
NORTHERN AMERICA,United States,Mari Maseng Will,783439515.0,Start,328.0
NORTHERN AMERICA,United States,Deborah McFadden,783479486.0,Start,328.0
NORTHERN AMERICA,United States,Torrey Westrom,783489667.0,Start,328.0
NORTHERN AMERICA,United States,Mark Dudzic,783579413.0,Stub,328.0
NORTHERN AMERICA,United States,Mark Sanchez (politician),783612516.0,C,328.0
NORTHERN AMERICA,United States,Paul Babeu,783821571.0,GA,328.0
NORTHERN AMERICA,United States,Tony Miller (California),784138992.0,Start,328.0
NORTHERN AMERICA,United States,Barbara Boggs Sigmund,784238885.0,Start,328.0
NORTHERN AMERICA,United States,Edward C. Krause,784341891.0,Stub,328.0
NORTHERN AMERICA,United States,Melissa Helmbrecht,784404386.0,C,328.0
NORTHERN AMERICA,United States,Alfred R. Lea,784534150.0,Stub,328.0
NORTHERN AMERICA,United States,Felix Grundy McConnell,784549737.0,Start,328.0
NORTHERN AMERICA,United States,Davis political family,784552501.0,B,328.0
NORTHERN AMERICA,United States,Fish family,784689730.0,C,328.0
NORTHERN AMERICA,United States,Jack Williams (American politician),784763652.0,GA,328.0
NORTHERN AMERICA,United States,Mike Swoboda,785078831.0,Start,328.0
NORTHERN AMERICA,United States,Deirdre Griswold,785282540.0,Stub,328.0
NORTHERN AMERICA,United States,Teresa Gutierrez,785321223.0,Stub,328.0
NORTHERN AMERICA,United States,Reino A. Perala,785450274.0,Stub,328.0
NORTHERN AMERICA,United States,Henry J. Tasca,785593317.0,Stub,328.0
NORTHERN AMERICA,United States,Thomas D. Schall,785838448.0,Start,328.0
NORTHERN AMERICA,United States,Michael V. Lee,785884411.0,Stub,328.0
NORTHERN AMERICA,United States,John Morse (US politician),785976706.0,C,328.0
NORTHERN AMERICA,United States,Stephen Watt,786014383.0,Start,328.0
NORTHERN AMERICA,United States,Van H. Wanggaard,786018917.0,Start,328.0
